player_id,source,rank,weight
247,NFL Draft Buzz,171,0.9
248,PFF,220,1.2
248,NFL Draft Buzz,169,0.9
248,Drafttech,208,1
249,NFL Draft Buzz,174,0.9
249,Drafttech,193,1
250,PFF,207,1.2
250,Drafttech,214,1
251,NFL Draft Buzz,175,0.9
252,PFF,159,1.2
252,Drafttech,257,1
253,NFL Draft Buzz,176,0.9
254,PFF,250,1.2
254,NFL Draft Buzz,133,0.9
254,Drafttech,231,1
255,Drafttech,197,1
256,PFN,178,0.9
257,NFL Draft Buzz,178,0.9
258,PFF,192,1.2
258,Drafttech,236,1
259,PFF,197,1.2
259,Drafttech,232,1
260,PFF,230,1.2
260,Drafttech,205,1
261,NFL Draft Buzz,179,0.9
262,PFF,195,1.2
262,NFL Draft Buzz,150,0.9
262,Drafttech,270,1
263,PFF,327,1.2
263,NFL Draft Buzz,167,0.9
263,PFN,169,0.9
263,Drafttech,154,1
264,NFL Draft Buzz,180,0.9
265,Drafttech,200,1
266,PFF,202,1.2
266,NFL Draft Buzz,159,0.9
266,PFN,180,0.9
266,Drafttech,256,1
267,NFL Draft Buzz,209,0.9
267,PFN,73,0.9
267,Drafttech,288,1
268,NFL Draft Buzz,181,0.9
269,NFL Draft Buzz,201,0.9
269,Drafttech,179,1
270,PFN,123,0.9
270,Drafttech,268,1
271,PFN,183,0.9
271,Drafttech,203,1
272,PFN,167,0.9
272,Drafttech,221,1
273,PFF,172,1.2
273,Drafttech,264,1
274,PFF,361,1.2
274,PFN,96,0.9
275,Drafttech,204,1
276,PFF,245,1.2
277,NFL Draft Buzz,184,0.9
278,NFL Draft Buzz,227,0.9
278,Drafttech,252,1
278,CBS,110,1
279,Drafttech,206,1
280,NFL Draft Buzz,186,0.9
281,PFF,240,1.2
281,PFN,120,0.9
281,Drafttech,289,1
282,PFF,281,1.2
282,PFN,182,0.9
282,Drafttech,187,1
283,NFL Draft Buzz,187,0.9
284,PFF,255,1.2
284,NFL Draft Buzz,183,0.9
285,NFL Draft Buzz,188,0.9
286,PFF,312,1.2
286,NFL Draft Buzz,204,0.9
286,Drafttech,141,1
287,PFF,233,1.2
287,NFL Draft Buzz,153,0.9
287,Drafttech,265,1
288,PFF,215,1.2
288,NFL Draft Buzz,185,0.9
288,Drafttech,245,1
289,PFF,270,1.2
289,Drafttech,196,1
290,NFL Draft Buzz,190,0.9
291,PFF,335,1.2
291,Drafttech,144,1
292,NFL Draft Buzz,192,0.9
293,PFF,223,1.2
293,NFL Draft Buzz,157,0.9
293,Drafttech,281,1
294,PFF,235,1.2
294,NFL Draft Buzz,173,0.9
294,Drafttech,254,1
295,Drafttech,215,1
296,PFF,264,1.2
296,NFL Draft Buzz,216,0.9
296,Drafttech,185,1
297,PFF,239,1.2
297,NFL Draft Buzz,208,0.9
298,PFN,152,0.9
298,Drafttech,262,1
299,PFF,257,1.2
299,Drafttech,217,1
300,PFF,285,1.2
300,NFL Draft Buzz,231,0.9
300,PFN,159,0.9
300,Drafttech,192,1
301,Drafttech,216,1
302,NFL Draft Buzz,211,0.9
302,PFN,179,0.9
303,NFL Draft Buzz,196,0.9
304,Drafttech,218,1
305,PFF,363,1.2
305,PFN,176,0.9
305,Drafttech,158,1
306,NFL Draft Buzz,197,0.9
307,PFF,289,1.2
307,Drafttech,199,1
308,NFL Draft Buzz,198,0.9
309,Drafttech,220,1
310,PFF,219,1.2
310,Drafttech,259,1
311,NFL Draft Buzz,199,0.9
312,Drafttech,222,1
313,NFL Draft Buzz,200,0.9
314,PFF,236,1.2
314,Drafttech,248,1
315,PFF,268,1.2
316,NFL Draft Buzz,202,0.9
317,Drafttech,225,1
318,NFL Draft Buzz,203,0.9
319,Drafttech,226,1
320,PFF,303,1.2
320,NFL Draft Buzz,182,0.9
321,PFF,319,1.2
321,Drafttech,189,1
322,NFL Draft Buzz,205,0.9
323,PFF,259,1.2
323,Drafttech,242,1
324,NFL Draft Buzz,206,0.9
325,PFF,338,1.2
325,Drafttech,177,1
326,NFL Draft Buzz,207,0.9
327,PFF,276,1.2
328,PFF,278,1.2
329,NFL Draft Buzz,220,0.9
329,Drafttech,219,1
330,Drafttech,233,1
331,PFF,360,1.2
331,PFN,174,0.9
331,Drafttech,209,1
332,PFF,400,1.2
332,PFN,181,0.9
332,Drafttech,170,1
333,NFL Draft Buzz,212,0.9
334,PFF,283,1.2
335,PFF,282,1.2
335,NFL Draft Buzz,226,0.9
335,Drafttech,223,1
336,PFF,383,1.2
336,Drafttech,155,1
337,NFL Draft Buzz,214,0.9
338,PFF,401,1.2
338,Drafttech,142,1
339,PFF,286,1.2
340,PFF,267,1.2
340,Drafttech,255,1
341,NFL Draft Buzz,215,0.9
342,Drafttech,239,1
343,PFF,287,1.2
344,PFF,397,1.2
344,PFN,161,0.9
344,Drafttech,213,1
345,Drafttech,241,1
346,PFF,292,1.2
347,Drafttech,244,1
348,PFF,293,1.2
349,PFF,375,1.2
349,PFN,165,0.9
349,Drafttech,238,1
350,PFF,294,1.2
351,NFL Draft Buzz,221,0.9
352,PFF,295,1.2
353,NFL Draft Buzz,194,0.9
353,Drafttech,277,1
354,NFL Draft Buzz,222,0.9
355,PFF,252,1.2
355,Drafttech,285,1
356,PFF,365,1.2
356,Drafttech,191,1
357,NFL Draft Buzz,223,0.9
358,PFF,260,1.2
358,NFL Draft Buzz,252,0.9
359,PFF,277,1.2
359,Drafttech,266,1
360,NFL Draft Buzz,280,0.9
360,Drafttech,186,1
361,NFL Draft Buzz,224,0.9
362,Drafttech,249,1
363,PFF,299,1.2
364,PFF,275,1.2
364,NFL Draft Buzz,254,0.9
364,Drafttech,237,1
365,Drafttech,250,1
366,NFL Draft Buzz,225,0.9
367,NFL Draft Buzz,193,0.9
367,Drafttech,286,1
368,PFF,246,1.2
368,Drafttech,296,1
369,PFF,301,1.2
370,PFF,306,1.2
370,Drafttech,247,1
371,PFF,302,1.2
372,PFF,304,1.2
373,NFL Draft Buzz,228,0.9
374,NFL Draft Buzz,229,0.9
375,PFF,332,1.2
375,NFL Draft Buzz,210,0.9
376,NFL Draft Buzz,230,0.9
377,PFF,309,1.2
378,NFL Draft Buzz,232,0.9
379,PFF,412,1.2
379,Drafttech,174,1
380,NFL Draft Buzz,233,0.9
381,PFF,311,1.2
382,PFF,341,1.2
382,Drafttech,235,1
383,PFF,382,1.2
383,Drafttech,201,1
384,PFF,313,1.2
385,NFL Draft Buzz,235,0.9
386,NFL Draft Buzz,266,0.9
386,Drafttech,228,1
387,PFF,247,1.2
387,NFL Draft Buzz,276,0.9
